city,town,district,neighborhood
trabzon,arsin,merkez,guneyce mah
sivas,divrigi,merkezkoyler,ulucayir koyu
agri,dogubayazit,merkezkoyler,aktuglu koyu
kirikkale,keskin,merkezkoyler,kacakkoy koyu
kutahya,gediz,merkezkoyler,fatih mah (yunuslar koyu)
erzurum,hinis,merkez,alinteri mah
adana,seyhan,kucukdikili,koza mah
sakarya,sogutlu,merkez,yenikoy mah
tunceli,nazimiye,merkezkoyler,geyrek mah (ramazan koyu)
bursa,karacabey,merkez,garipce mah
erzurum,cat,merkez,bayindir mah
cankiri,ilgaz,merkezkoyler,murat haci mah (mulayim koyu)
karabuk,yenice,merkez,merkez mah
siirt,merkez,merkezkoyler,saglarca koyu
artvin,ardanuc,merkezkoyler,pintigil mah (incilli koyu)
samsun,vezirkopru,merkez,bahcelievler mah
zonguldak,devrek,merkezkoyler,cay mah (yilanlica koyu)
antalya,manavgat,colakli,colakli mah
kastamonu,arac,merkezkoyler,yukari mah (kokludere koyu)
amasya,merkez,merkezkoyler,ibecik koyu
kahramanmaras,dulkadiroglu,agabeyli,gaffarli mah
sinop,turkeli,merkezkoyler,arpatarlasi mah (catakgeris koyu)
bolu,goynuk,merkezkoyler,catacik merkez mah (catacik koyu)
kastamonu,azdavay,merkezkoyler,divandag mah (kanlidag koyu)
erzurum,hinis,merkez,dagcayiri mah
sanliurfa,eyyubiye,merkez,uzerlik mah
konya,beysehir,merkez,kucukavsar mah
kirikkale,karakecili,merkez,fatih sultan mehmet mah
hakkari,semdinli,merkezkoyler,tutunlu koyu
ardahan,hanak,merkezkoyler,yunbuken koyu
artvin,arhavi,merkezkoyler,dereici 1 mah (yukarisahinler koyu)
giresun,kesap,merkezkoyler,yolagzi merkez 1. nolu yerlesim mah (yolagzi koyu)
bingol,solhan,merkezkoyler,tas mah (genctavus koyu)
balikesir,gonen,hasanbey,bostanci mah
mardin,dargecit,merkez,tanyeri mah
gumushane,kose,merkezkoyler,yuvacik mah (yuvacik koyu)
tokat,niksar,gokceli,eskidir mah (gurcesme koyu)
erzincan,ilic,merkezkoyler,karakaya koyu
ordu,aybasti,merkez,sefalik mah
konya,yunak,merkez,harunlar mah
batman,kozluk,merkezkoyler,uzumlu mah (uzuncayir koyu)
sinop,gerze,merkezkoyler,tilkilik alti mah (acisu koyu)
bartin,merkez,merkezkoyler,sakaoglu mah (cakirkadi koyu)
erzurum,pazaryolu,merkez,kuymakli mah
izmir,odemis,merkez,beyazitlar mah
tekirdag,hayrabolu,merkez,lahna mah
sakarya,ferizli,merkez,inonu mah
bayburt,merkez,maden,durusu mah (yaylapinar koyu)
osmaniye,kadirli,merkezkoyler,dogus gedigi mah (yukariciyanli koyu)
zonguldak,eregli,merkezkoyler,topyeri mah (keskek koyu)
gaziantep,araban,merkez,baglica mah
manisa,salihli,merkez,namik kemal mah
konya,cumra,merkez,alissa mah
sivas,divrigi,merkezkoyler,guvenkaya koyu
ankara,gudul,merkez,sorgun mah
diyarbakir,bismil,merkez,firat mah
antalya,manavgat,merkez,cavuskoy mah
ordu,altinordu,saraycik,karaoluk mah
tunceli,merkez,merkezkoyler,istiran mz bos mah (pinar koyu)
sakarya,pamukova,merkez,agaccilar mah
afyonkarahisar,ihsaniye,merkez,cumhuriyet mah
artvin,arhavi,merkezkoyler,gultepe mah (balikli koyu)
amasya,tasova,merkezkoyler,tacettin bey mah (alpaslan koyu)
malatya,darende,merkez,kuzpinar mah
mugla,milas,merkez,gurcegiz mah
sirnak,idil,merkezkoyler,haberli koyu
konya,akoren,merkez,ahmediye mah
edirne,havsa,merkezkoyler,azatli koyu
corum,bayat,merkezkoyler,merkez mah (bayan koyu)
kirsehir,cicekdagi,merkez,baglarbasi mah
gumushane,kelkit,merkezkoyler,balkaya koyu
kastamonu,arac,merkezkoyler,merkez mah (camalti koyu)
adiyaman,besni,merkez,yeni besni mah
bursa,mustafakemalpasa,merkez,lutfiye mah
afyonkarahisar,merkez,merkezkoyler,halil ibrahim sultan mah (salar koyu)
sivas,koyulhisar,merkezkoyler,y.sogutlu mah (kadife koyu)
ankara,haymana,merkez,yamak mah
bartin,amasra,merkezkoyler,otekoy mah (sarayduzu koyu)
kutahya,emet,merkezkoyler,eseler koyu
sanliurfa,eyyubiye,merkez,karakoyunlu mah
van,edremit,suphan,donemec mah
bursa,iznik,merkez,kaynarca mah
antalya,manavgat,tasagil,yesilbag mah
mersin,mut,merkez,kelcekoy mah
aydin,cine,merkez,yesilkoy mah
ordu,ulubey,merkez,sihlar mah
afyonkarahisar,cobanlar,merkez,bucak mah
adiyaman,kahta,merkezkoyler,buyutme mah (turanli koyu)
mardin,savur,merkez,kirkdirek mah
osmaniye,bahce,merkezkoyler,hayvalik kumesi mah (yukarikardere koyu)
kocaeli,korfez,merkez,yeniyali mah
bartin,ulus,merkezkoyler,kiranuzeri mah (kalecik koyu)
samsun,ilkadim,unkapani,civril mah
afyonkarahisar,suhut,merkez,zafer mah
sanliurfa,bozova,yaylak,gerdek mah
hakkari,yuksekova,merkez,dize mah
bartin,ulus,kumluca,kanatoglu mah (kiyiklar koyu)
afyonkarahisar,merkez,merkezkoyler,yeni mah (gebeceler koyu)
sanliurfa,haliliye,baglarbasi,aslanli mah
malatya,dogansehir,merkez,kadili mah
bartin,amasra,merkezkoyler,orta koyu mah (incigez koyu)
sirnak,cizre,merkezkoyler,yukaricesme mezrasi mah (yesilyurt koyu)
eskisehir,sivrihisar,merkez,gedik mah
kastamonu,doganyurt,merkezkoyler,esekci koyu mah (duz koyu)
nevsehir,kozakli,merkezkoyler,hacifakili koyu
ankara,beypazari,merkez,bagozu mah
batman,kozluk,merkezkoyler,orensu koyu
sanliurfa,harran,merkez,kupluce mah
edirne,kesan,merkezkoyler,kemalpasa mah (begendik koyu)
gumushane,torul,merkezkoyler,merkez alas mah (atalar koyu)
bilecik,osmaneli,merkezkoyler,sariyazi mah (sariyazi koyu)
samsun,vezirkopru,merkez,kilicguney mah
kastamonu,merkez,merkezkoyler,y.torumlar mah (gelinoren koyu)
erzurum,hinis,merkez,esenli mah
canakkale,ayvacik,merkezkoyler,bektas koyu
diyarbakir,yenisehir,merkez,bozek mah
bartin,merkez,kozcagiz,kocaoglu mah (karayakup koyu)
kahramanmaras,dulkadiroglu,agabeyli,halkacayiri mah
artvin,merkez,merkezkoyler,merkez mah (cimenli koyu)
adiyaman,tut,merkezkoyler,meryemusagi koyu
diyarbakir,egil,merkez,kale mah
van,tusba,iskele,meydancik mah
erzurum,narman,merkez,gokdag mah
osmaniye,kadirli,merkezkoyler,deliayseler mah (kesim koyu)
hatay,hassa,merkez,sugedigi mah
rize,ardesen,merkezkoyler,orta mah (tunca koyu)
van,ozalp,merkez,karliyamac mah
adana,aladag,madenli,akoren mah
istanbul,eyupsultan,isiklar,akpinar mah
sivas,zara,merkezkoyler,seten koyu
rize,camlihemsin,merkezkoyler,duz mah (dikkaya koyu)
diyarbakir,yenisehir,sehitlik,alpu mah
batman,kozluk,merkez,yeni mah
karabuk,eflani,merkezkoyler,cucey mah (sogucak koyu)
erzurum,narman,merkez,asagiyayla mah
trabzon,ortahisar,besirli,ayvali mah
eskisehir,sivrihisar,merkez,karabasli mah
kirsehir,cicekdagi,merkezkoyler,bahcepinar koyu
siirt,merkez,merkezkoyler,sagirsu koyu
igdir,merkez,igdir,ozgur mah
ardahan,cildir,merkez,dedekorkut mah
artvin,ardanuc,merkezkoyler,afet evleri mah (muezzinler koyu)
amasya,merkez,merkezkoyler,keslik koyu
giresun,dogankent,merkezkoyler,kiran mah (oyraca koyu)
gaziantep,sahinbey,merkez,kapcagiz mah
manisa,demirci,merkez,kislak mah
denizli,saraykoy,merkez,saraykoy tdi osb mah
hakkari,semdinli,merkezkoyler,yukari kayacik mah (bogazkoy koyu)
mus,varto,caylar,guzeldere koyu
antalya,alanya,merkez,mahmutseydi mah
cankiri,ilgaz,merkezkoyler,kurmalar koyu
zonguldak,gokcebey,merkezkoyler,merkez mah (pazarlioglu koyu)
zonguldak,caycuma,saltukova,yesilkoy koyu
duzce,merkez,konuralp,dere mah (derdin koyu)
tokat,resadiye,merkezkoyler,eyup koyu
sanliurfa,haliliye,baglarbasi,sendebelen mah
artvin,yusufeli,merkezkoyler,lazgil mah (dokumacilar koyu)
agri,dogubayazit,merkezkoyler,bolucek koyu
samsun,bafra,merkez,cumhuriyet mah
tokat,resadiye,merkezkoyler,merkez mah (bostankolu koyu)
sanliurfa,siverek,merkez,ileri mah
hakkari,semdinli,merkezkoyler,guzelkaya mah (baglar koyu)
mugla,ula,merkez,yesilova mah
sinop,ayancik,merkezkoyler,bestile mah (derekoy koyu)
gumushane,merkez,merkezkoyler,merkez mah (gecit koyu)
rize,guneysu,merkezkoyler,kiremit koyu
nigde,camardi,merkezkoyler,bekcili koyu
giresun,bulancak,merkezkoyler,hasanbasli mah (hisarkaya koyu)
manisa,alasehir,merkez,fatih mah
erzurum,ispir,merkez,uzumbagi mah
kirikkale,sulakyurt,merkezkoyler,aliseyhli koyu
kocaeli,golcuk,merkez,nimetiye mah
kocaeli,gebze,merkez,mimar sinan mah
diyarbakir,silvan,merkez,darkopru mah
elazig,baskil,merkezkoyler,merkez mah (pasakonagi koyu)
giresun,merkez,merkezkoyler,ayaroglu mah (yaykinlik koyu)
giresun,canakci,merkez,merkez mah (duzkoy koyu)
zonguldak,eregli,merkezkoyler,merkez mah (keskek koyu)
ankara,kalecik,merkez,yurtyenice mah
bitlis,hizan,merkezkoyler,ekinli koyu
ordu,unye,merkez,hanyani mah
usak,merkez,merkezkoyler,cam mah (eynihan koyu)
burdur,bucak,merkezkoyler,tasbasi mah (kargi koyu)
kastamonu,daday,merkezkoyler,omurbey mah (bolatlar koyu)
istanbul,sariyer,merkez,gumusdere mah
tokat,niksar,merkezkoyler,merkez mah (guvenli koyu)
gumushane,merkez,merkezkoyler,mollaoglu mah (bugali koyu)
giresun,bulancak,kovanlik,cami yani merkez mah (yenikoy koyu)
nevsehir,derinkuyu,merkezkoyler,kaymakli yolu mah (ozluce koyu)
hakkari,merkez,merkezkoyler,pinarca koyu
usak,esme,merkezkoyler,kilicli mah (saraycik koyu)
erzincan,refahiye,merkezkoyler,oren mah (resullar koyu)
tunceli,merkez,merkezkoyler,haceri koyu
kocaeli,gebze,merkez,kadilli mah
gumushane,merkez,merkezkoyler,yukari mah (yaydemir koyu)
bursa,karacabey,merkez,yesildere mah
aydin,cine,merkez,saraclar mah
aydin,sultanhisar,merkez,zafer mah
balikesir,gonen,hasanbey,balcidede mah
burdur,merkez,merkezkoyler,basakevler osb mah (gokcebag koyu)
tekirdag,marmaraereglisi,merkez,cesmeli mah
gumushane,kurtun,merkezkoyler,kuzugolu mah (cayircukur koyu)
bursa,yildirim,duacinar,anadolu mah
bursa,nilufer,izmiryolboyu,irfaniye mah
bolu,gerede,merkezkoyler,merkez mah (cogullu koyu)
giresun,kesap,merkezkoyler,buyukgeris mah (armutduzu koyu)
kirsehir,mucur,merkez,satiroglu mah
izmir,konak,gurcesme,kucukada mah
sanliurfa,viransehir,merkez,ovuncuk mah
izmir,tire,merkez,eskioba mah
canakkale,ayvacik,merkezkoyler,acigol mah (kosedere koyu)
burdur,tefenni,merkezkoyler,seydiler koyu
duzce,gumusova,merkezkoyler,yesilyayla koyu
ordu,fatsa,merkez,baglarca mah
antalya,finike,merkez,arif mah
artvin,yusufeli,merkezkoyler,ahet mah (tekkale koyu)
tokat,resadiye,merkezkoyler,ugurlu yaylasi mah (ugurlu koyu)
bartin,merkez,merkezkoyler,zotlar mah (esenyurt koyu)
rize,ardesen,merkezkoyler,cami mah (yavuz koyu)
ankara,kizilcahamam,merkez,alibey mah
zonguldak,caycuma,saltukova,sarikum mah (saltukova koyu)
aksaray,ortakoy,balci,orta kume mah (catin koyu)
zonguldak,merkez,beycuma,bozcaoglu mah (cukuroren koyu)
artvin,merkez,merkezkoyler,bolorgum mah (dikmenli koyu)
konya,karatay,erenler,doganlar mah
diyarbakir,cermik,merkez,guruz mah
sivas,divrigi,merkezkoyler,guvenli mah (gedikbasi koyu)
sinop,turkeli,merkezkoyler,yali mah (gundogdu koyu)
sinop,boyabat,merkezkoyler,merkez mah (edil koyu)
afyonkarahisar,sinanpasa,merkezkoyler,balmahmut koyu
sanliurfa,harran,merkez,balkat mah
van,ercis,merkez,serefli mah
sakarya,hendek,merkez,hacimbey mah
bolu,gerede,merkezkoyler,ucpinar yayla mah (yazikoy koyu)
edirne,kesan,mecidiye,sabanmera koyu
bursa,mudanya,merkez,guzelyali burgaz mah
denizli,saraykoy,merkez,cumhuriyet mah
mersin,tarsus,caminur,ogretmenler mah
samsun,bafra,merkez,catak mah
konya,huyuk,merkez,cumhuriyet mah
sivas,imranli,merkezkoyler,celaldami koyu
sanliurfa,eyyubiye,merkez,banarli mah
giresun,dereli,merkezkoyler,inisdibi mah (calkoy koyu)
kastamonu,azdavay,merkezkoyler,yaylagerisi mah (kayabasi koyu)
tokat,resadiye,merkezkoyler,gokcesuleymanli mah (baydarli koyu)
sinop,erfelek,merkezkoyler,gocuk mah (avlagasoku koyu)
sinop,ayancik,merkezkoyler,yavi mah (kozsoku koyu)
hakkari,merkez,merkezkoyler,uyanik mah (otluca koyu)
kahramanmaras,turkoglu,merkez,kilili mah
kastamonu,pinarbasi,merkezkoyler,yesil mah (kayabuku koyu)
aksaray,merkez,merkezkoyler,bagli koyu
ordu,caybasi,merkez,namazli mah
kayseri,melikgazi,ildem,gesi fatih mah
zonguldak,caycuma,saltukova,alibeyoglu mah (coburlar koyu)
osmaniye,kadirli,merkezkoyler,bozerler mah (yukariciyanli koyu)
burdur,golhisar,merkezkoyler,camlik mah (ibecik koyu)
gumushane,merkez,merkezkoyler,akdikli mah (mescitli koyu)
ankara,kecioren,aktepe,sefkat mah
trabzon,ortahisar,bostanci,kozluca mah
agri,dogubayazit,merkezkoyler,goksuguzel mah (ormeli koyu)
mersin,silifke,pazarkasi,saray mah
batman,besiri,merkezkoyler,yeniyol koyu
erzurum,hinis,merkez,gurcayir mah
tekirdag,malkara,merkez,yeni mah
artvin,yusufeli,merkezkoyler,camdibi mah (narlik koyu)
tokat,merkez,geyras,yarahmet mah
kirikkale,sulakyurt,merkezkoyler,yunus emre mah (guzelyurt koyu)
artvin,yusufeli,merkezkoyler,merkez mah (kupluce koyu)
sivas,merkez,merkez-koyler,yenikizilcakisla koyu
samsun,alacam,merkez,yakacik mah
kirikkale,sulakyurt,merkezkoyler,korkuyu mah (sofularciftligi koyu)
kutahya,cavdarhisar,merkezkoyler,gokagac koyu
manisa,saruhanli,merkez,bahadir mah
kastamonu,bozkurt,merkezkoyler,dag mah (kutluca koyu)
sanliurfa,haliliye,baglarbasi,saritas mah
ankara,beypazari,merkez,cantirli mah
malatya,darende,merkez,akcatoprak mah
artvin,savsat,merkezkoyler,yukari mah (savas koyu)
izmir,bergama,merkez,bekirler mah
mardin,midyat,hukumet,yenice mah
giresun,yaglidere,merkezkoyler,karsi mah (derekoy koyu)
tokat,basciftlik,merkez,karacaoren gaziosmanpasa mah
hakkari,merkez,merkezkoyler,ilica mah (ogul koyu)
agri,hamur,merkezkoyler,oluklu mah (ozdirek koyu)
rize,merkez,gundogdu(hamidiye),merkez mah (velikoy koyu)
istanbul,arnavutkoy,hadimkoy,hastane mah
adana,saricam,remzioguzarik,remzi oguz arik mah
agri,taslicay,merkez,15 temmuz sehitler mah
eskisehir,tepebasi,bahcelievler,bahcelievler mah
batman,kozluk,merkezkoyler,kocakli koyu
bartin,ulus,merkezkoyler,balderesi mah (kayabasi koyu)
samsun,canik,merkez,ulucayir mah
igdir,merkez,merkezkoyler,gunesli mah (melekli koyu)
aksaray,guzelyurt,merkezkoyler,kayaalti mah (selime koyu)
giresun,dereli,merkezkoyler,budagagzi mah (kurtulmus koyu)
karaman,sariveliler,merkezkoyler,kaynarca mah (ugurlu koyu)
tokat,merkez,geyras,mehmetpasa mah
kutahya,gediz,merkez,kiziltepe mah
mersin,tarsus,merkez,kutuklu mah
elazig,maden,merkezkoyler,akburc mah (naldoken koyu)
canakkale,ezine,merkez,camikebir mah
cankiri,ilgaz,merkezkoyler,terziler mah (gokceyazi koyu)
corum,sungurlu,merkezkoyler,yavuz sultan selim mah (yoruklu koyu)
antalya,manavgat,tasagil,karabuk mah
sanliurfa,hilvan,merkez,gulusagi mah
rize,kalkandere,merkezkoyler,yamac mah (yesilkoy koyu)
batman,besiri,merkezkoyler,yolboyu mah (durucak koyu)
karaman,ermenek,merkezkoyler,gobette mah (gormeli koyu)
rize,ardesen,merkezkoyler,trambona mah (bayircik koyu)
manisa,salihli,merkez,kurtulus mah
karabuk,safranbolu,merkezkoyler,kusbas mah (nebioglu koyu)
karaman,ayranci,merkez,dede mah
manisa,soma,merkez,karacam mah
rize,camlihemsin,merkezkoyler,merkez mah (yolkiyi koyu)
sinop,boyabat,merkezkoyler,ogulkadin mah (kavacik koyu)
kutahya,saphane,merkez,turegun mah
bartin,ulus,merkezkoyler,karaboyunoglu mah (abdurrahman koyu)
sakarya,geyve,merkez,kizilkaya mah
yozgat,kadisehri,merkezkoyler,kemalli koyu
izmir,balcova,merkez,inciralti mah
gumushane,merkez,merkezkoyler,beycam mah (beycam koyu)
antalya,alanya,avsallar,avsallar mah
ordu,altinordu,saraycik,saraycik mah
istanbul,zeytinburnu,telsiz,bestelsiz mah
sinop,sarayduzu,merkezkoyler,aluc mah (avluca koyu)
kars,digor,merkezkoyler,halikislak koyu
kastamonu,arac,merkezkoyler,imam mah (aktas koyu)
mersin,gulnar,merkez,yarmasu mah
gaziantep,sehitkamil,ciksorut,yaprak mah
corum,dodurga,merkezkoyler,tokus mah (ayvakoy koyu)
kastamonu,tosya,merkezkoyler,merkez mah (mismilagac koyu)
zonguldak,caycuma,saltukova,eysanlar mah (ihsanoglu koyu)
ankara,golbasi,merkez,karaoglan mah
antalya,kumluca,merkez,derekoy mah
bitlis,guroymak,merkezkoyler,hurriyet mah (gunkiri koyu)
afyonkarahisar,merkez,sahipata,guvenevler mah
adiyaman,gerger,merkezkoyler,camici koyu
hakkari,yuksekova,merkezkoyler,tarlacik mah (surekli koyu)
trabzon,ortahisar,bostanci,pelitli mah
istanbul,sultangazi,zubeydehanim,yunus emre mah
artvin,hopa,merkezkoyler,yukari sugoren mah (sugoren koyu)
artvin,ardanuc,merkezkoyler,gizelt mah (aydinkoy koyu)
giresun,sebinkarahisar,merkezkoyler,merkez mah (bayhasan koyu)
tunceli,pulumur,merkezkoyler,tanriverdi mah (kizilmescit koyu)
adiyaman,merkez,merkez koyler,aydinlar koyu
burdur,yesilova,merkezkoyler,kavak koyu
bitlis,hizan,merkezkoyler,aksar koyu
giresun,merkez,merkezkoyler,dillioglu mah (uzkara koyu)
canakkale,ezine,merkezkoyler,yavaslar koyu
sivas,yildizeli,merkezkoyler,emirler koyu
canakkale,merkez,merkezkoyler,karaburunlar mah (kirazli koyu)
kastamonu,catalzeytin,merkezkoyler,kamburoglu mah (karacakaya koyu)
malatya,akcadag,merkez,esenli mah
ordu,kumru,merkez,avdullu mah
mardin,dargecit,merkez,kismetli mah
kahramanmaras,onikisubat,hacibayram,yusuflar mah
yalova,termal,merkez,gokcedere mah
gumushane,torul,merkezkoyler,carsi mh. (zigana koyu)
bolu,gerede,merkezkoyler,yayla mah (bunus koyu)
usak,merkez,merkezkoyler,bastarla mah (gokcedal koyu)
bartin,merkez,merkezkoyler,cobanlar mah (akmanlar koyu)
kars,susuz,merkezkoyler,kayadibi koyu
giresun,canakci,merkez,armutduzu mah (duzkoy koyu)
kastamonu,inebolu,merkezkoyler,sisman mah (erenyolu koyu)
ankara,cankaya,cayyolu,alacaatli mah
ordu,camas,merkez,danisman mah
ankara,akyurt,merkez,cucuk mah
rize,cayeli,merkezkoyler,sirt mah (asiklar koyu)
hakkari,merkez,merkezkoyler,yiginli mah (ceylanli koyu)
erzincan,refahiye,merkezkoyler,sogutlu koyu
duzce,merkez,konuralp,haci aliler koyu
istanbul,beyoglu,kasimpasa,bedrettin mah
kahramanmaras,goksun,merkez,mehmetbey mah
artvin,yusufeli,merkezkoyler,guyret mah (taskiran koyu)
bilecik,yenipazar,merkezkoyler,karahasanlar koyu
samsun,alacam,merkez,yogunpelit mah
tokat,resadiye,merkez,kayalik mah
samsun,bafra,merkez,orencik mah
ankara,sincan,merkez,kesiktas mah
aydin,bozdogan,merkez,yenikoy mah
kahramanmaras,elbistan,merkez,karahasanusagi mah
kirsehir,kaman,merkezkoyler,yunus emre mah (demirli koyu)
antalya,demre,davazlar,gurses mah
kastamonu,cide,merkezkoyler,yelce mah (derebag koyu)
samsun,vezirkopru,merkez,danabas mah
bitlis,mutki,merkezkoyler,sekiliyazi koyu
mardin,midyat,hukumet,narli mah
agri,hamur,merkezkoyler,altin yurt mah (ozdirek koyu)
sinop,gerze,merkezkoyler,tongelsokagi mah (haciselli koyu)
gumushane,kurtun,merkezkoyler,ayderesi mah (aktas koyu)
sivas,gurun,merkezkoyler,kaloyak yaylasi mah (camlica koyu)
bitlis,hizan,merkezkoyler,dokuktas koyu
mus,varto,merkezkoyler,bagici koyu
tokat,turhal,merkez,yesilirmak mah
bursa,osmangazi,maksem,hocaalizade mah
adana,yuregir,yavuzlar,saricam mah
tokat,niksar,merkezkoyler,agil mah (akinci koyu)
kastamonu,inebolu,merkezkoyler,akpinar mah (karabey koyu)
isparta,gonen,merkezkoyler,tekke mah (guneykent koyu)
tunceli,nazimiye,merkezkoyler,konuksever mah (ballica koyu)
nevsehir,hacibektas,merkez,zir mah
izmir,torbali,merkez,tulum mah
aksaray,sariyahsi,merkez,kizilirmak mah
bayburt,demirozu,merkez,sirin mah
sinop,merkez,merkezkoyler,yurekli mah (akbas koyu)
sinop,erfelek,merkezkoyler,asa mah (sariboga koyu)
bolu,merkez,merkezkoyler,merkez mah (sultanbey koyu)
osmaniye,merkez,merkezkoyler,tuluculer mah (kazmaca koyu)
artvin,merkez,merkezkoyler,berzeler mah (varlik koyu)
nevsehir,gulsehir,merkezkoyler,fevzicakmak mah (ovaoren koyu)
kastamonu,inebolu,merkezkoyler,kayaalti mah (ozbasi koyu)
gumushane,kelkit,merkezkoyler,cemalli koyu
sanliurfa,haliliye,baglarbasi,ahmet yesevi mah
corum,osmancik,merkezkoyler,pelitpinari mah (campinar koyu)
diyarbakir,cungus,merkez,handere mah
sivas,susehri,merkezkoyler,aydinlar mah (karalar koyu)
kastamonu,pinarbasi,merkezkoyler,meyiller mah (baskoy koyu)
karabuk,eflani,merkezkoyler,demircioglu mah (karatas koyu)
kocaeli,basiskele,merkez,tepecik mah
canakkale,ayvacik,merkezkoyler,dibekli koyu
nigde,merkez,merkezkoyler,zafer mah (dundarli koyu)
sinop,turkeli,merkezkoyler,golgeci mah (gokcealan koyu)
trabzon,of,merkez,cukurova mah
bolu,kibriscik,merkezkoyler,akpinar mah (belen koyu)
karabuk,merkez,merkezkoyler,gozur mah (saitler koyu)
karabuk,merkez,merkezkoyler,karaagac mah (ucbas koyu)
bolu,goynuk,merkezkoyler,bekirler mah (kasikciseyhler koyu)
istanbul,fatih,tahtakale,tahtakale mah
ardahan,hanak,merkezkoyler,kirkpinar mah (koyunpinari koyu)
adana,kozan,kahveli,marankecili mah
usak,banaz,merkezkoyler,ahat koyu
adiyaman,kahta,merkezkoyler,birbir mah (ciralik koyu)
ankara,yenimahalle,merkez,carsi mah
malatya,puturge,poturge,yesildere mah
bingol,solhan,merkezkoyler,ardik mah (genctavus koyu)
balikesir,susurluk,kayikci,resadiye mah
aksaray,merkez,merkezkoyler,yesilyur mah (sapmaz koyu)
trabzon,ortahisar,bostanci,sevimli mah
trabzon,besikduzu,merkez,yenicami mah
corum,iskilip,merkez,tabakhane mah
aydin,nazilli,merkez,samailli mah
agri,dogubayazit,merkezkoyler,sagdic koyu
sivas,kangal,merkezkoyler,satioren mah (akcakale koyu)
izmir,karabaglar,fahrettinaltay,esentepe mah
giresun,dereli,merkezkoyler,alipasa mah (kumbet koyu)
hatay,yayladagi,merkez,gurisik mah
usak,banaz,merkezkoyler,boducdami mah (ulupinar koyu)
kastamonu,inebolu,merkezkoyler,ortaca mah (dibek koyu)
giresun,merkez,merkezkoyler,alt mah (cukurkoy koyu)
zonguldak,devrek,merkezkoyler,kademler mah (pinaronu koyu)
kastamonu,tosya,merkezkoyler,yamuklar mah (gokomuz koyu)
antalya,gazipasa,merkez,yeniguney mah
afyonkarahisar,merkez,carsi,yunus emre mah
kastamonu,taskopru,merkezkoyler,diller mah (kabalar koyu)
tokat,niksar,merkezkoyler,korulu koyu
eskisehir,sivrihisar,merkez,yaveroren mah
sivas,susehri,merkez,karsiyaka mah
aydin,didim,yenihisar,akbuk mah
ankara,etimesgut,merkez,baglica mah
canakkale,biga,merkezkoyler,selvi koyu
batman,besiri,merkezkoyler,esence koyu
elazig,palu,merkezkoyler,akdemir mah (gokdere koyu)
tokat,yesilyurt,merkezkoyler,sehitler mah (kuscu koyu)
rize,ardesen,merkezkoyler,cukurlar mah (guney koyu)
kutahya,merkez,merkezkoyler,mustafalar koyu
tokat,resadiye,merkezkoyler,yenikent mah (sazak koyu)
bitlis,merkez,merkezkoyler,asagiyolak koyu
kutahya,emet,merkezkoyler,oruce mah (yaylayolu koyu)
batman,kozluk,merkezkoyler,seyrantepe koyu
kahramanmaras,nurhak,merkez,alcicek degirmenkaya mah
van,muradiye,merkez,suruyolu mah
gaziantep,sehitkamil,merkez,karayusuflu mah
antalya,demre,merkez,yaylakaya mah
kastamonu,kure,merkezkoyler,kurtoglu mah (karadonu koyu)
bartin,ulus,kumluca,eseoglu mah (yilanlar koyu)
tekirdag,kapakli,merkez,pinarca mah
kirikkale,sulakyurt,merkez,yenihayat mah
sinop,erfelek,merkezkoyler,merkez mah (gokcebel koyu)
zonguldak,eregli,merkezkoyler,merkez mah (zindancilar koyu)
